"","year","month","weekday","day","hour","weidu","jingdu","shendu","zhenji","diming","sheng","shi","qu","fujin.1","jingqu","dujiacun","chanyeyuan","louyu","jiudian","gongsi","gongchang","nongye","zhuzhai","shichang","shangyejie","yiyuan","xuexiao","wenhua"
"219",2006,7,"星期一",31,9,27.68,120,7,2.5,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",2006,8,"星期二",1,13,27.67,120,5,4,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"221",2006,8,"星期二",1,14,27.67,120,5,4.6,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"222",2006,8,"星期二",1,14,27.65,119.98,8,3.6,NA,"浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"223",2006,8,"星期三",2,1,27.67,120,4,3,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"224",2006,8,"星期一",14,23,27.68,119.98,4,3.1,NA,"浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",2006,9,"星期五",1,8,27.67,119.98,8,2.2,NA,"浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",2006,9,"星期六",2,8,27.67,120,8,2.2,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"227",2006,10,"星期四",12,6,27.72,119.97,5,2.2,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228",2006,10,"星期六",28,4,27.67,120,5,2,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"229",2006,12,"星期五",1,16,27.68,119.98,5,3.2,NA,"浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",2006,12,"星期三",20,21,27.68,119.98,8,2.7,NA,"浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",2007,2,"星期一",19,14,27.72,119.93,6,2,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"232",2007,8,"星期一",13,1,27.57,119.07,7,2.4,NA,"浙江省","丽水市","庆元县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"233",2007,10,"星期三",3,5,27.58,119.08,9,3.1,NA,"浙江省","丽水市","庆元县",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"234",2007,12,"星期一",10,6,27.55,119.07,9,3.1,NA,"浙江省","丽水市","庆元县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",2009,2,"星期五",20,18,27.68,119.98,5,2.8,NA,"浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",2009,4,"星期六",4,14,30.8,120.07,6,2,NA,"浙江省","湖州市","吴兴区",3,3,0,0,0,0,0,2,0,0,0,0,0,0,0
"237",2009,9,"星期四",10,20,29.85,121.23,5,3.1,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"238",2009,9,"星期六",12,6,29.85,121.22,6,2.9,NA,"浙江省","宁波市","余姚市",6,6,1,0,0,0,0,1,0,0,0,0,2,2,0
"239",2009,9,"星期六",12,8,29.85,121.23,7,3.3,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"240",2009,9,"星期六",12,14,29.85,121.23,7,2.5,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"241",2009,9,"星期六",12,20,29.85,121.23,6,2.3,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"242",2009,9,"星期六",12,20,29.85,121.23,6,2.7,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"243",2009,9,"星期四",24,11,29.85,121.23,6,2.5,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"244",2009,9,"星期四",24,11,29.85,121.23,8,3,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"245",2009,10,"星期五",9,5,29.85,121.22,9,3.3,NA,"浙江省","宁波市","余姚市",6,6,1,0,0,0,0,1,0,0,0,0,2,2,0
"246",2009,10,"星期日",18,11,29.85,121.23,7,2.1,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"247",2010,1,"星期四",7,14,29.85,121.23,4,2.6,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"248",2010,1,"星期五",8,23,29.85,121.23,3,2.3,NA,"浙江省","宁波市","余姚市",5,5,0,0,0,0,0,1,0,0,0,0,3,2,0
"249",2010,3,"星期二",23,22,30.83,120.73,7,2.3,NA,"浙江省","嘉兴市","秀洲区",1,1,0,3,2,0,0,3,0,7,0,0,5,6,1
"250",2010,3,"星期二",23,23,30.83,120.75,6,2.2,NA,"浙江省","嘉兴市","秀洲区",1,1,0,4,2,0,0,1,0,18,1,0,4,5,2
"251",2010,11,"星期四",11,3,27.7,119.97,6,2.1,NA,"浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",2011,3,"星期二",22,3,29.87,119.82,8,2.4,NA,"浙江省","杭州市","桐庐县",7,7,0,0,0,0,0,5,1,0,0,0,3,4,0
"253",2012,4,"星期四",12,16,27.92,119.37,10,2.1,NA,"浙江省","丽水市","龙泉市",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",2012,5,"星期六",19,3,27.93,119.36,4,2.5,"浙江龙泉","浙江省","丽水市","龙泉市",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",2012,11,"星期六",17,5,27.58,119.07,6,3,"浙江庆元","浙江省","丽水市","庆元县",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"256",2013,3,"星期四",14,19,28.52,118.52,7,2.3,"浙江江山","浙江省","衢州市","江山市",1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
"257",2013,3,"星期四",14,21,28.52,118.52,8,2,"浙江江山","浙江省","衢州市","江山市",1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
"258",2013,4,"星期五",19,15,27.93,119.37,10,2.5,"浙江龙泉","浙江省","丽水市","龙泉市",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259",2013,11,"星期二",26,5,29.32,121.26,8,2,"浙江宁海","浙江省","宁波市","宁海县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260",2014,9,"星期五",12,13,27.67,120,4,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"261",2014,9,"星期五",12,15,27.67,120,4,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"262",2014,9,"星期一",15,3,27.71,119.95,4,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"263",2014,9,"星期一",15,13,27.71,119.95,4,3.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"264",2014,9,"星期一",15,14,27.71,119.95,4,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"265",2014,9,"星期一",15,14,27.71,119.95,4,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"266",2014,9,"星期一",15,15,27.71,119.95,4,3.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"267",2014,9,"星期一",15,18,27.71,119.95,4,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"268",2014,9,"星期一",15,19,27.71,119.95,4,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"269",2014,9,"星期一",15,22,27.71,119.95,4,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"270",2014,9,"星期二",16,1,27.7,119.95,4,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"271",2014,9,"星期二",16,11,27.71,119.95,4,3.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"272",2014,9,"星期二",16,23,27.71,119.95,4,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"273",2014,9,"星期三",17,20,27.71,119.95,4,3.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"274",2014,9,"星期四",18,0,27.71,119.95,5,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"275",2014,9,"星期五",19,5,27.71,119.94,3,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"276",2014,9,"星期五",19,8,27.71,119.94,3,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"277",2014,9,"星期五",19,8,27.71,119.94,3,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"278",2014,9,"星期日",21,12,27.71,119.94,4,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"279",2014,9,"星期日",21,14,27.71,119.95,2,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"280",2014,9,"星期一",22,6,27.71,119.96,3,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281",2014,9,"星期一",22,6,27.71,119.96,3,3.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",2014,9,"星期一",22,8,27.71,119.96,2,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283",2014,9,"星期一",22,12,27.71,119.95,2,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"284",2014,9,"星期一",22,14,27.71,119.94,4,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"285",2014,9,"星期二",23,7,27.71,119.95,2,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"286",2014,9,"星期二",23,13,27.65,119.95,10,4.5,"浙江文成","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",2014,9,"星期二",23,13,27.71,119.95,2,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"288",2014,9,"星期二",23,13,27.71,119.95,3,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"289",2014,9,"星期二",23,13,27.71,119.95,3,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"290",2014,9,"星期二",23,13,27.7,119.95,2,2.9,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"291",2014,9,"星期二",23,14,27.7,119.96,3,3.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",2014,9,"星期二",23,14,27.7,119.95,2,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"293",2014,9,"星期二",23,14,27.7,119.95,2,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"294",2014,9,"星期二",23,15,27.71,119.95,4,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"295",2014,9,"星期二",23,15,27.7,119.95,3,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"296",2014,9,"星期二",23,15,27.71,119.94,3,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"297",2014,9,"星期二",23,16,27.7,119.95,3,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"298",2014,9,"星期二",23,17,27.71,119.94,4,3.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"299",2014,9,"星期二",23,17,27.71,119.95,4,3.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"300",2014,9,"星期二",23,17,27.71,119.95,4,3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"301",2014,9,"星期二",23,19,27.7,119.95,2,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"302",2014,9,"星期二",23,22,27.7,119.96,3,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",2014,9,"星期三",24,0,27.71,119.95,3,3.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"304",2014,9,"星期三",24,1,27.71,119.95,4,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"305",2014,9,"星期三",24,3,27.7,119.95,4,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"306",2014,9,"星期三",24,4,27.71,119.94,4,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"307",2014,9,"星期三",24,7,27.71,119.94,4,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"308",2014,9,"星期三",24,14,27.71,119.94,3,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"309",2014,9,"星期三",24,15,27.71,119.95,3,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"310",2014,9,"星期四",25,1,27.7,119.96,2,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311",2014,9,"星期四",25,12,27.71,119.95,3,3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"312",2014,9,"星期五",26,23,27.71,119.94,3,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"313",2014,9,"星期六",27,8,27.71,119.94,3,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"314",2014,9,"星期六",27,8,27.71,119.94,3,3.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"315",2014,9,"星期六",27,8,27.71,119.94,3,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"316",2014,9,"星期六",27,8,27.7,119.95,10,4.32,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"317",2014,9,"星期六",27,8,27.72,119.94,3,3.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"318",2014,9,"星期六",27,8,27.71,119.95,3,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"319",2014,9,"星期六",27,9,27.7,119.96,3,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320",2014,9,"星期六",27,9,27.71,119.95,4,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"321",2014,9,"星期六",27,9,27.7,119.95,5,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"322",2014,9,"星期六",27,15,27.7,119.95,5,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"323",2014,9,"星期六",27,18,27.7,119.96,4,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324",2014,9,"星期日",28,6,27.71,119.94,3,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"325",2014,9,"星期一",29,2,27.71,119.94,3,3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"326",2014,10,"星期三",1,2,27.72,119.93,4,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"327",2014,10,"星期四",2,5,27.7,119.96,4,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",2014,10,"星期四",2,17,27.7,119.97,4,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329",2014,10,"星期四",2,22,27.71,119.95,3,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"330",2014,10,"星期四",2,23,27.7,119.95,3,2.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"331",2014,10,"星期五",3,0,27.7,119.96,3,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",2014,10,"星期五",3,1,27.7,119.96,3,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",2014,10,"星期五",3,11,27.7,119.96,5,3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",2014,10,"星期五",3,11,27.7,119.96,3,4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",2014,10,"星期五",3,11,27.7,119.97,3,3,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",2014,10,"星期五",3,11,27.7,119.97,3,2.6,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",2014,10,"星期五",3,11,27.71,119.95,3,3.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"338",2014,10,"星期五",3,12,27.7,119.96,3,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",2014,10,"星期五",3,12,27.7,119.97,2,2.1,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340",2014,10,"星期五",3,12,27.71,119.95,3,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"341",2014,10,"星期五",3,14,27.7,119.96,2,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",2014,10,"星期五",3,14,27.7,119.96,3,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",2014,10,"星期五",3,14,27.7,119.96,4,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",2014,10,"星期五",3,15,27.7,119.96,3,2.5,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",2014,10,"星期五",3,18,27.7,119.96,3,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",2014,10,"星期六",4,3,27.7,119.96,5,3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347",2014,10,"星期六",4,13,27.7,119.96,2,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348",2014,10,"星期日",5,6,27.72,119.93,5,3.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"349",2014,10,"星期日",5,10,27.71,119.94,3,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"350",2014,10,"星期日",5,12,27.71,119.95,3,2.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"351",2014,10,"星期一",6,6,27.72,119.93,4,2.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"352",2014,10,"星期一",6,7,27.7,119.96,3,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353",2014,10,"星期二",7,9,27.7,119.97,4,2.4,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354",2014,10,"星期二",7,10,27.69,119.97,3,2.3,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",2014,10,"星期三",8,19,27.71,119.95,2,2.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"356",2014,10,"星期三",8,20,27.71,119.95,2,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"357",2014,10,"星期三",8,20,27.7,119.96,4,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",2014,10,"星期三",8,20,27.7,119.96,4,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",2014,10,"星期三",8,21,27.7,119.96,4,3.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",2014,10,"星期四",9,1,27.7,119.96,4,3.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",2014,10,"星期四",9,1,27.7,119.97,4,3.2,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362",2014,10,"星期四",9,2,27.69,119.97,3,2,"浙江泰顺","浙江省","温州市","泰顺县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",2014,10,"星期四",9,2,27.7,119.97,4,3.4,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",2014,10,"星期四",9,7,27.7,119.97,4,2.3,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365",2014,10,"星期四",9,12,27.7,119.96,1,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",2014,10,"星期四",9,22,27.7,119.97,4,2.3,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367",2014,10,"星期四",9,22,27.7,119.97,5,2.8,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368",2014,10,"星期六",11,0,30.16,119.63,13,2.6,"浙江临安","浙江省","杭州市","临安市",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369",2014,10,"星期六",11,1,27.71,119.94,3,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"370",2014,10,"星期六",11,11,27.71,119.94,3,4.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"371",2014,10,"星期六",11,11,27.71,119.94,2,3.7,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"372",2014,10,"星期六",11,11,27.7,119.96,3,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",2014,10,"星期日",12,0,27.7,119.96,2,3.9,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",2014,10,"星期日",12,0,27.7,119.97,3,2.2,"浙江泰顺","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",2014,10,"星期日",12,8,27.7,119.96,2,2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376",2014,10,"星期二",14,4,27.71,119.94,4,2.9,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"377",2014,10,"星期二",14,4,27.71,119.94,4,4.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"378",2014,10,"星期二",14,4,27.71,119.95,5,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"379",2014,10,"星期二",14,4,27.71,119.95,4,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"380",2014,10,"星期二",14,4,27.71,119.95,4,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"381",2014,10,"星期二",14,4,27.71,119.95,4,2.1,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"382",2014,10,"星期二",14,4,27.71,119.95,4,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"383",2014,10,"星期二",14,4,27.71,119.94,5,2.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"384",2014,10,"星期二",14,6,27.71,119.95,5,2.4,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"385",2014,10,"星期二",14,8,27.71,119.94,5,2.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"386",2014,10,"星期二",14,17,27.7,119.96,3,2.8,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387",2014,10,"星期二",14,20,27.7,119.96,3,2.3,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388",2014,10,"星期三",15,15,27.71,119.95,4,3.9,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"389",2014,10,"星期三",15,15,27.71,119.95,3,3.2,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"390",2014,10,"星期三",15,15,27.71,119.95,4,3.6,"浙江文成","浙江省","温州市","文成县",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
